data_id,is_key_frame,status,frame_name,gps_time,fold
000001,False,0,1.jpg,1552212488,2
000001,False,0,2.jpg,1552212493,2
000001,True,0,3.jpg,1552212498,2
000001,False,0,4.jpg,1552212503,2
000002,False,0,1.jpg,1555301199,0
000002,False,0,2.jpg,1555301204,0
000002,False,0,3.jpg,1555301209,0
000002,True,0,4.jpg,1555301214,0
000003,False,0,1.jpg,1552864748,0
000003,False,0,2.jpg,1552864753,0
000003,False,0,3.jpg,1552864758,0
000003,False,0,4.jpg,1552864764,0
000003,True,0,5.jpg,1552864768,0
000004,False,0,1.jpg,1559293994,2
000004,False,0,2.jpg,1559293999,2
000004,True,0,3.jpg,1559294004,2
000004,False,0,4.jpg,1559294007,2
000005,False,0,1.jpg,1553567900,2
000005,False,0,2.jpg,1553567905,2
000005,False,0,3.jpg,1553567910,2
000005,False,0,4.jpg,1553567915,2
000005,True,0,5.jpg,1553567920,2
000006,False,2,1.jpg,1557012759,4
000006,False,2,2.jpg,1557012769,4
000006,False,2,3.jpg,1557012784,4
000006,True,2,4.jpg,1557012799,4
000007,False,2,1.jpg,1559030710,2
000007,False,2,2.jpg,1559030720,2
000007,False,2,3.jpg,1559030730,2
000007,True,2,4.jpg,1559030755,2
000007,False,2,5.jpg,1559030765,2
000008,False,2,1.jpg,1558397147,1
000008,True,2,2.jpg,1558397152,1
000008,False,2,4.jpg,1558397157,1
000008,False,2,3.jpg,1558397157,1
000008,False,2,5.jpg,1558397165,1
000009,False,0,1.jpg,1557097033,4
000009,False,0,2.jpg,1557097038,4
000009,False,0,3.jpg,1557097043,4
000009,True,0,4.jpg,1557097048,4
000009,False,0,5.jpg,1557443461,4
000010,False,0,1.jpg,1555301317,1
000010,False,0,2.jpg,1555301322,1
000010,True,0,3.jpg,1555301327,1
000010,False,0,4.jpg,1555301331,1
000011,False,0,1.jpg,1553568441,3
000011,False,0,2.jpg,1553568448,3
000011,True,0,3.jpg,1553568453,3
000011,False,0,4.jpg,1553568457,3
000012,False,0,1.jpg,1557218174,1
000012,False,0,2.jpg,1557218179,1
000012,False,0,3.jpg,1557218184,1
000012,True,0,4.jpg,1557218189,1
000013,False,0,1.jpg,1559347909,4
000013,False,0,2.jpg,1559347914,4
000013,False,0,3.jpg,1559347919,4
000013,True,0,4.jpg,1559347924,4
000013,False,0,5.jpg,1559347929,4
000014,False,0,1.jpg,1555833937,4
000014,False,0,2.jpg,1555833947,4
000014,False,0,3.jpg,1556358353,4
000014,True,0,4.jpg,1556358358,4
000014,False,0,5.jpg,1556358366,4
000015,False,1,1.jpg,1552384357,3
000015,False,1,2.jpg,1552384362,3
000015,False,1,3.jpg,1552384367,3
000015,False,1,4.jpg,1552384372,3
000015,True,1,5.jpg,1552384377,3
000016,False,0,1.jpg,1559274926,0
000016,False,0,2.jpg,1559274931,0
000016,False,0,3.jpg,1559274936,0
000016,True,0,4.jpg,1559274941,0
000017,False,0,1.jpg,1557217940,3
000017,False,0,2.jpg,1557217945,3
000017,False,0,3.jpg,1557217950,3
000017,False,0,4.jpg,1557217955,3
000017,True,0,5.jpg,1557217960,3
000018,False,0,1.jpg,1557885726,1
000018,False,0,2.jpg,1557885731,1
000018,False,0,3.jpg,1557885736,1
000018,True,0,4.jpg,1557885741,1
000018,False,0,5.jpg,1557885746,1
000019,False,0,1.jpg,1554963948,3
000019,False,0,2.jpg,1554963953,3
000019,True,0,3.jpg,1554963958,3
000019,False,0,4.jpg,1554963968,3
000020,False,0,1.jpg,1552558080,3
000020,False,0,2.jpg,1552558085,3
000020,False,0,3.jpg,1552558090,3
000020,False,0,4.jpg,1552558095,3
000020,True,0,5.jpg,1552558101,3
000021,False,2,1.jpg,1560147650,2
000021,True,2,2.jpg,1560147655,2
000021,False,2,3.jpg,1560147660,2
000021,False,2,4.jpg,1560147675,2
000021,False,2,5.jpg,1560147685,2
000022,False,0,1.jpg,1552558267,4
000022,False,0,2.jpg,1552558272,4
000022,False,0,3.jpg,1552558277,4
000022,True,0,4.jpg,1552558282,4
000023,False,0,1.jpg,1552558061,1
000023,False,0,2.jpg,1552558066,1
000023,True,0,3.jpg,1552558071,1
000023,False,0,4.jpg,1552558076,1
000024,False,1,1.jpg,1555664252,0
000024,False,1,2.jpg,1555664257,0
000024,True,1,3.jpg,1555664262,0
000024,False,1,4.jpg,1555664267,0
000024,False,1,5.jpg,1559122893,0
000025,False,0,1.jpg,1555301438,2
000025,False,0,2.jpg,1555301443,2
000025,False,0,3.jpg,1555301448,2
000025,True,0,4.jpg,1555301453,2
000026,False,0,1.jpg,1552806736,4
000026,False,0,2.jpg,1552806741,4
000026,False,0,3.jpg,1552806746,4
000026,False,0,4.jpg,1552806751,4
000026,True,0,5.jpg,1552806756,4
000027,False,0,1.jpg,1557225819,1
000027,False,0,2.jpg,1557225824,1
000027,True,0,3.jpg,1557225829,1
000027,False,0,4.jpg,1557225834,1
000028,False,0,1.jpg,1553572401,2
000028,False,0,2.jpg,1553572406,2
000028,False,0,3.jpg,1553572411,2
000028,False,0,4.jpg,1553572416,2
000028,True,0,5.jpg,1553572421,2
000029,False,0,1.jpg,1553043550,4
000029,False,0,2.jpg,1553043555,4
000029,False,0,3.jpg,1553043560,4
000029,False,0,4.jpg,1553043565,4
000029,True,0,5.jpg,1553043570,4
000030,False,2,1.jpg,1554165524,1
000030,False,2,2.jpg,1554165529,1
000030,True,2,3.jpg,1554165539,1
000030,False,2,4.jpg,1554165544,1
000030,False,2,5.jpg,1554165554,1
000031,False,0,1.jpg,1553568566,1
000031,False,0,2.jpg,1553568571,1
000031,True,0,3.jpg,1553568576,1
000031,False,0,4.jpg,1553568581,1
000032,False,0,1.jpg,1557970762,4
000032,False,0,2.jpg,1557970767,4
000032,False,0,3.jpg,1557970772,4
000032,False,0,4.jpg,1557970777,4
000032,True,0,5.jpg,1557970782,4
000033,False,0,1.jpg,1558731764,2
000033,False,0,2.jpg,1558731769,2
000033,True,0,3.jpg,1558731774,2
000033,False,0,4.jpg,1558731779,2
000033,False,0,5.jpg,1558731784,2
000034,False,2,1.jpg,1557964353,0
000034,True,2,2.jpg,1557964363,0
000034,False,2,3.jpg,1557964373,0
000035,False,0,1.jpg,1558666936,1
000035,False,0,2.jpg,1558666941,1
000035,True,0,3.jpg,1558666946,1
000035,False,0,4.jpg,1558666951,1
000036,False,0,1.jpg,1558392002,4
000036,False,0,2.jpg,1558392007,4
000036,True,0,3.jpg,1558392012,4
000036,False,0,4.jpg,1558392017,4
000037,False,0,1.jpg,1551829083,4
000037,True,0,2.jpg,1551829088,4
000037,False,0,3.jpg,1551829093,4
000037,False,0,4.jpg,1551829098,4
000038,False,0,1.jpg,1555301235,2
000038,False,0,2.jpg,1555301240,2
000038,False,0,3.jpg,1555301245,2
